year,series_id,label,value,unit,frequency,geography,industry_code,industry_name,measure,source_id
2024,iip_production_1104104000,冷凍機・温湿調整装置・生産,111.7,index_2020_100,calendar_year,Japan,1104104000,冷凍機・温湿調整装置,production,industry-iip-annual-20260914
2025,iip_production_1104104000,冷凍機・温湿調整装置・生産,109.2,index_2020_100,calendar_year,Japan,1104104000,冷凍機・温湿調整装置,production,industry-iip-annual-20260914
2018,iip_production_1104105000,汎用機械器具部品・生産,123.3,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2019,iip_production_1104105000,汎用機械器具部品・生産,116.1,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2020,iip_production_1104105000,汎用機械器具部品・生産,100.0,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2021,iip_production_1104105000,汎用機械器具部品・生産,116.8,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2022,iip_production_1104105000,汎用機械器具部品・生産,114.3,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2023,iip_production_1104105000,汎用機械器具部品・生産,108.1,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2024,iip_production_1104105000,汎用機械器具部品・生産,101.3,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2025,iip_production_1104105000,汎用機械器具部品・生産,102.0,index_2020_100,calendar_year,Japan,1104105000,汎用機械器具部品,production,industry-iip-annual-20260914
2018,iip_production_1104200000,業務用機械工業・生産,116.0,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2019,iip_production_1104200000,業務用機械工業・生産,114.5,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2020,iip_production_1104200000,業務用機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2021,iip_production_1104200000,業務用機械工業・生産,106.0,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2022,iip_production_1104200000,業務用機械工業・生産,112.9,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2023,iip_production_1104200000,業務用機械工業・生産,116.2,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2024,iip_production_1104200000,業務用機械工業・生産,112.0,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2025,iip_production_1104200000,業務用機械工業・生産,115.3,index_2020_100,calendar_year,Japan,1104200000,業務用機械工業,production,industry-iip-annual-20260914
2018,iip_production_1104201000,事務用機器・生産,69.9,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2019,iip_production_1104201000,事務用機器・生産,114.0,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2020,iip_production_1104201000,事務用機器・生産,100.0,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2021,iip_production_1104201000,事務用機器・生産,97.0,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2022,iip_production_1104201000,事務用機器・生産,128.8,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2023,iip_production_1104201000,事務用機器・生産,114.1,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2024,iip_production_1104201000,事務用機器・生産,124.3,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2025,iip_production_1104201000,事務用機器・生産,139.3,index_2020_100,calendar_year,Japan,1104201000,事務用機器,production,industry-iip-annual-20260914
2018,iip_production_1104202000,サービス用機器・生産,126.2,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2019,iip_production_1104202000,サービス用機器・生産,124.3,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2020,iip_production_1104202000,サービス用機器・生産,100.0,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2021,iip_production_1104202000,サービス用機器・生産,81.3,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2022,iip_production_1104202000,サービス用機器・生産,93.1,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2023,iip_production_1104202000,サービス用機器・生産,91.7,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2024,iip_production_1104202000,サービス用機器・生産,82.0,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2025,iip_production_1104202000,サービス用機器・生産,89.7,index_2020_100,calendar_year,Japan,1104202000,サービス用機器,production,industry-iip-annual-20260914
2018,iip_production_1104203000,計測機器・生産,110.3,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2019,iip_production_1104203000,計測機器・生産,108.9,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2020,iip_production_1104203000,計測機器・生産,100.0,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2021,iip_production_1104203000,計測機器・生産,113.6,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2022,iip_production_1104203000,計測機器・生産,113.8,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2023,iip_production_1104203000,計測機器・生産,100.7,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2024,iip_production_1104203000,計測機器・生産,91.2,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2025,iip_production_1104203000,計測機器・生産,96.2,index_2020_100,calendar_year,Japan,1104203000,計測機器,production,industry-iip-annual-20260914
2018,iip_production_1104204000,分析機器・試験機・生産,107.5,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2019,iip_production_1104204000,分析機器・試験機・生産,111.6,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2020,iip_production_1104204000,分析機器・試験機・生産,100.0,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2021,iip_production_1104204000,分析機器・試験機・生産,104.6,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2022,iip_production_1104204000,分析機器・試験機・生産,116.8,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2023,iip_production_1104204000,分析機器・試験機・生産,133.9,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2024,iip_production_1104204000,分析機器・試験機・生産,134.0,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2025,iip_production_1104204000,分析機器・試験機・生産,133.7,index_2020_100,calendar_year,Japan,1104204000,分析機器・試験機,production,industry-iip-annual-20260914
2018,iip_production_1104205000,光学機器・レンズ・生産,151.6,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2019,iip_production_1104205000,光学機器・レンズ・生産,125.3,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2020,iip_production_1104205000,光学機器・レンズ・生産,100.0,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2021,iip_production_1104205000,光学機器・レンズ・生産,110.5,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2022,iip_production_1104205000,光学機器・レンズ・生産,105.5,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2023,iip_production_1104205000,光学機器・レンズ・生産,101.0,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2024,iip_production_1104205000,光学機器・レンズ・生産,91.4,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2025,iip_production_1104205000,光学機器・レンズ・生産,97.1,index_2020_100,calendar_year,Japan,1104205000,光学機器・レンズ,production,industry-iip-annual-20260914
2018,iip_production_1105000000,電子部品・デバイス工業・生産,103.4,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2019,iip_production_1105000000,電子部品・デバイス工業・生産,98.6,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2020,iip_production_1105000000,電子部品・デバイス工業・生産,100.0,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2021,iip_production_1105000000,電子部品・デバイス工業・生産,111.4,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2022,iip_production_1105000000,電子部品・デバイス工業・生産,104.8,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2023,iip_production_1105000000,電子部品・デバイス工業・生産,94.6,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2024,iip_production_1105000000,電子部品・デバイス工業・生産,101.1,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2025,iip_production_1105000000,電子部品・デバイス工業・生産,106.4,index_2020_100,calendar_year,Japan,1105000000,電子部品・デバイス工業,production,industry-iip-annual-20260914
2018,iip_production_1105001000,集積回路（ＩＣ）・生産,96.2,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2019,iip_production_1105001000,集積回路（ＩＣ）・生産,97.9,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2020,iip_production_1105001000,集積回路（ＩＣ）・生産,100.0,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2021,iip_production_1105001000,集積回路（ＩＣ）・生産,110.4,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2022,iip_production_1105001000,集積回路（ＩＣ）・生産,110.1,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2023,iip_production_1105001000,集積回路（ＩＣ）・生産,109.4,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2024,iip_production_1105001000,集積回路（ＩＣ）・生産,131.0,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2025,iip_production_1105001000,集積回路（ＩＣ）・生産,145.9,index_2020_100,calendar_year,Japan,1105001000,集積回路（ＩＣ）,production,industry-iip-annual-20260914
2018,iip_production_1105002000,電子デバイス・生産,126.0,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2019,iip_production_1105002000,電子デバイス・生産,113.1,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2020,iip_production_1105002000,電子デバイス・生産,100.0,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2021,iip_production_1105002000,電子デバイス・生産,108.4,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2022,iip_production_1105002000,電子デバイス・生産,97.0,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2023,iip_production_1105002000,電子デバイス・生産,74.9,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2024,iip_production_1105002000,電子デバイス・生産,68.1,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2025,iip_production_1105002000,電子デバイス・生産,57.8,index_2020_100,calendar_year,Japan,1105002000,電子デバイス,production,industry-iip-annual-20260914
2018,iip_production_1105003000,電子部品・生産,96.6,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2019,iip_production_1105003000,電子部品・生産,89.7,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2020,iip_production_1105003000,電子部品・生産,100.0,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2021,iip_production_1105003000,電子部品・生産,110.6,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2022,iip_production_1105003000,電子部品・生産,87.2,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2023,iip_production_1105003000,電子部品・生産,76.9,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2024,iip_production_1105003000,電子部品・生産,79.2,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2025,iip_production_1105003000,電子部品・生産,80.3,index_2020_100,calendar_year,Japan,1105003000,電子部品,production,industry-iip-annual-20260914
2018,iip_production_1105004000,電子回路・生産,104.7,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2019,iip_production_1105004000,電子回路・生産,97.6,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2020,iip_production_1105004000,電子回路・生産,100.0,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2021,iip_production_1105004000,電子回路・生産,119.7,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2022,iip_production_1105004000,電子回路・生産,119.5,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2023,iip_production_1105004000,電子回路・生産,104.3,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2024,iip_production_1105004000,電子回路・生産,100.7,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2025,iip_production_1105004000,電子回路・生産,106.4,index_2020_100,calendar_year,Japan,1105004000,電子回路,production,industry-iip-annual-20260914
2018,iip_production_1105005000,その他の電子部品・生産,103.7,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2019,iip_production_1105005000,その他の電子部品・生産,97.9,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2020,iip_production_1105005000,その他の電子部品・生産,100.0,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2021,iip_production_1105005000,その他の電子部品・生産,111.7,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2022,iip_production_1105005000,その他の電子部品・生産,121.2,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2023,iip_production_1105005000,その他の電子部品・生産,104.1,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2024,iip_production_1105005000,その他の電子部品・生産,101.2,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2025,iip_production_1105005000,その他の電子部品・生産,107.3,index_2020_100,calendar_year,Japan,1105005000,その他の電子部品,production,industry-iip-annual-20260914
2018,iip_production_1106000000,電気・情報通信機械工業・生産,115.3,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2019,iip_production_1106000000,電気・情報通信機械工業・生産,111.3,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2020,iip_production_1106000000,電気・情報通信機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2021,iip_production_1106000000,電気・情報通信機械工業・生産,105.5,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2022,iip_production_1106000000,電気・情報通信機械工業・生産,104.6,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2023,iip_production_1106000000,電気・情報通信機械工業・生産,106.0,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2024,iip_production_1106000000,電気・情報通信機械工業・生産,99.8,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2025,iip_production_1106000000,電気・情報通信機械工業・生産,99.2,index_2020_100,calendar_year,Japan,1106000000,電気・情報通信機械工業,production,industry-iip-annual-20260914
2018,iip_production_1106100000,電気機械工業・生産,115.8,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2019,iip_production_1106100000,電気機械工業・生産,108.8,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2020,iip_production_1106100000,電気機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2021,iip_production_1106100000,電気機械工業・生産,108.4,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2022,iip_production_1106100000,電気機械工業・生産,109.5,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2023,iip_production_1106100000,電気機械工業・生産,110.2,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2024,iip_production_1106100000,電気機械工業・生産,103.4,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2025,iip_production_1106100000,電気機械工業・生産,104.1,index_2020_100,calendar_year,Japan,1106100000,電気機械工業,production,industry-iip-annual-20260914
2018,iip_production_1106101000,回転電気機械・生産,114.0,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2019,iip_production_1106101000,回転電気機械・生産,107.1,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2020,iip_production_1106101000,回転電気機械・生産,100.0,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2021,iip_production_1106101000,回転電気機械・生産,109.1,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2022,iip_production_1106101000,回転電気機械・生産,114.7,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2023,iip_production_1106101000,回転電気機械・生産,109.3,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2024,iip_production_1106101000,回転電気機械・生産,100.3,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2025,iip_production_1106101000,回転電気機械・生産,100.7,index_2020_100,calendar_year,Japan,1106101000,回転電気機械,production,industry-iip-annual-20260914
2018,iip_production_1106102000,開閉制御装置・機器・生産,114.3,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2019,iip_production_1106102000,開閉制御装置・機器・生産,109.7,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2020,iip_production_1106102000,開閉制御装置・機器・生産,100.0,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2021,iip_production_1106102000,開閉制御装置・機器・生産,105.3,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2022,iip_production_1106102000,開閉制御装置・機器・生産,104.2,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2023,iip_production_1106102000,開閉制御装置・機器・生産,101.1,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2024,iip_production_1106102000,開閉制御装置・機器・生産,94.0,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2025,iip_production_1106102000,開閉制御装置・機器・生産,96.2,index_2020_100,calendar_year,Japan,1106102000,開閉制御装置・機器,production,industry-iip-annual-20260914
2018,iip_production_1106103000,その他の産業用電気機械・生産,131.7,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2019,iip_production_1106103000,その他の産業用電気機械・生産,109.6,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2020,iip_production_1106103000,その他の産業用電気機械・生産,100.0,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2021,iip_production_1106103000,その他の産業用電気機械・生産,96.8,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2022,iip_production_1106103000,その他の産業用電気機械・生産,100.3,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2023,iip_production_1106103000,その他の産業用電気機械・生産,107.6,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2024,iip_production_1106103000,その他の産業用電気機械・生産,91.2,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2025,iip_production_1106103000,その他の産業用電気機械・生産,81.2,index_2020_100,calendar_year,Japan,1106103000,その他の産業用電気機械,production,industry-iip-annual-20260914
2018,iip_production_1106104000,家事用機器・生産,115.3,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2019,iip_production_1106104000,家事用機器・生産,107.2,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2020,iip_production_1106104000,家事用機器・生産,100.0,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2021,iip_production_1106104000,家事用機器・生産,97.1,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2022,iip_production_1106104000,家事用機器・生産,98.8,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2023,iip_production_1106104000,家事用機器・生産,84.0,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2024,iip_production_1106104000,家事用機器・生産,77.2,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2025,iip_production_1106104000,家事用機器・生産,75.6,index_2020_100,calendar_year,Japan,1106104000,家事用機器,production,industry-iip-annual-20260914
2018,iip_production_1106105000,空調・住宅関連機器・生産,110.2,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2019,iip_production_1106105000,空調・住宅関連機器・生産,108.3,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2020,iip_production_1106105000,空調・住宅関連機器・生産,100.0,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2021,iip_production_1106105000,空調・住宅関連機器・生産,95.4,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2022,iip_production_1106105000,空調・住宅関連機器・生産,99.7,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2023,iip_production_1106105000,空調・住宅関連機器・生産,95.7,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2024,iip_production_1106105000,空調・住宅関連機器・生産,95.9,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2025,iip_production_1106105000,空調・住宅関連機器・生産,98.9,index_2020_100,calendar_year,Japan,1106105000,空調・住宅関連機器,production,industry-iip-annual-20260914
2018,iip_production_1106106000,配線・電球・照明器具・生産,123.8,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2019,iip_production_1106106000,配線・電球・照明器具・生産,117.3,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2020,iip_production_1106106000,配線・電球・照明器具・生産,100.0,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2021,iip_production_1106106000,配線・電球・照明器具・生産,103.0,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2022,iip_production_1106106000,配線・電球・照明器具・生産,101.2,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2023,iip_production_1106106000,配線・電球・照明器具・生産,103.4,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2024,iip_production_1106106000,配線・電球・照明器具・生産,98.9,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2025,iip_production_1106106000,配線・電球・照明器具・生産,100.4,index_2020_100,calendar_year,Japan,1106106000,配線・電球・照明器具,production,industry-iip-annual-20260914
2018,iip_production_1106107000,電池・生産,117.6,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2019,iip_production_1106107000,電池・生産,104.6,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2020,iip_production_1106107000,電池・生産,100.0,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2021,iip_production_1106107000,電池・生産,125.5,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2022,iip_production_1106107000,電池・生産,122.9,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2023,iip_production_1106107000,電池・生産,135.0,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2024,iip_production_1106107000,電池・生産,120.0,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2025,iip_production_1106107000,電池・生産,123.4,index_2020_100,calendar_year,Japan,1106107000,電池,production,industry-iip-annual-20260914
2018,iip_production_1106108000,電子応用装置・生産,101.4,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2019,iip_production_1106108000,電子応用装置・生産,109.5,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2020,iip_production_1106108000,電子応用装置・生産,100.0,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2021,iip_production_1106108000,電子応用装置・生産,116.6,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2022,iip_production_1106108000,電子応用装置・生産,113.4,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2023,iip_production_1106108000,電子応用装置・生産,128.1,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2024,iip_production_1106108000,電子応用装置・生産,130.5,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2025,iip_production_1106108000,電子応用装置・生産,123.1,index_2020_100,calendar_year,Japan,1106108000,電子応用装置,production,industry-iip-annual-20260914
2018,iip_production_1106109000,電気計測器・生産,115.2,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2019,iip_production_1106109000,電気計測器・生産,107.3,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2020,iip_production_1106109000,電気計測器・生産,100.0,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
