year,series_id,label,value,unit,frequency,geography,industry_code,industry_name,measure,source_id
2025,iip_shipments_1111000000,石油・石炭製品工業・出荷,92.7,index_2020_100,calendar_year,Japan,1111000000,石油・石炭製品工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1111001000,石油製品・出荷,115.5,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1111001000,石油製品・出荷,113.9,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1111001000,石油製品・出荷,100.0,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1111001000,石油製品・出荷,99.1,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1111001000,石油製品・出荷,103.0,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1111001000,石油製品・出荷,100.2,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1111001000,石油製品・出荷,95.6,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1111001000,石油製品・出荷,93.2,index_2020_100,calendar_year,Japan,1111001000,石油製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1111002000,石炭製品・出荷,109.7,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1111002000,石炭製品・出荷,107.3,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1111002000,石炭製品・出荷,100.0,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1111002000,石炭製品・出荷,94.4,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1111002000,石炭製品・出荷,82.7,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1111002000,石炭製品・出荷,78.3,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1111002000,石炭製品・出荷,71.6,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1111002000,石炭製品・出荷,66.8,index_2020_100,calendar_year,Japan,1111002000,石炭製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1112000000,プラスチック製品工業・出荷,108.3,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1112000000,プラスチック製品工業・出荷,107.1,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1112000000,プラスチック製品工業・出荷,100.0,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1112000000,プラスチック製品工業・出荷,102.4,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1112000000,プラスチック製品工業・出荷,99.6,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1112000000,プラスチック製品工業・出荷,98.6,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1112000000,プラスチック製品工業・出荷,97.4,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1112000000,プラスチック製品工業・出荷,97.5,index_2020_100,calendar_year,Japan,1112000000,プラスチック製品工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,107.3,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2019,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,104.2,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2020,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,100.0,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2021,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,102.9,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2022,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,99.3,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2023,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,92.3,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2024,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,92.8,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2025,iip_shipments_1112001000,プラスチック製管・フィルム・シート・建材類・出荷,92.6,index_2020_100,calendar_year,Japan,1112001000,プラスチック製管・フィルム・シート・建材類,shipments,industry-iip-annual-20260914
2018,iip_shipments_1112002000,工業用プラスチック製品・出荷,109.7,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1112002000,工業用プラスチック製品・出荷,112.4,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1112002000,工業用プラスチック製品・出荷,100.0,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1112002000,工業用プラスチック製品・出荷,100.9,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1112002000,工業用プラスチック製品・出荷,99.1,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1112002000,工業用プラスチック製品・出荷,108.7,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1112002000,工業用プラスチック製品・出荷,103.4,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1112002000,工業用プラスチック製品・出荷,102.5,index_2020_100,calendar_year,Japan,1112002000,工業用プラスチック製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1112003000,発泡プラスチック製品・出荷,110.5,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1112003000,発泡プラスチック製品・出荷,105.0,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1112003000,発泡プラスチック製品・出荷,100.0,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1112003000,発泡プラスチック製品・出荷,99.3,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1112003000,発泡プラスチック製品・出荷,96.8,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1112003000,発泡プラスチック製品・出荷,93.9,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1112003000,発泡プラスチック製品・出荷,93.5,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1112003000,発泡プラスチック製品・出荷,91.4,index_2020_100,calendar_year,Japan,1112003000,発泡プラスチック製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,107.2,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2019,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,104.3,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2020,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,100.0,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2021,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,104.7,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2022,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,102.4,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2023,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,96.2,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2024,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,99.0,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2025,iip_shipments_1112004000,プラスチック製日用雑貨・容器類・出荷,102.0,index_2020_100,calendar_year,Japan,1112004000,プラスチック製日用雑貨・容器類,shipments,industry-iip-annual-20260914
2018,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,114.3,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,109.4,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,100.0,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,102.4,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,101.9,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,94.8,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,92.5,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1113000000,パルプ・紙・紙加工品工業・出荷,89.4,index_2020_100,calendar_year,Japan,1113000000,パルプ・紙・紙加工品工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1113001000,パルプ・出荷,111.9,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2019,iip_shipments_1113001000,パルプ・出荷,107.4,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2020,iip_shipments_1113001000,パルプ・出荷,100.0,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2021,iip_shipments_1113001000,パルプ・出荷,114.6,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2022,iip_shipments_1113001000,パルプ・出荷,134.7,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2023,iip_shipments_1113001000,パルプ・出荷,140.3,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2024,iip_shipments_1113001000,パルプ・出荷,160.6,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2025,iip_shipments_1113001000,パルプ・出荷,138.4,index_2020_100,calendar_year,Japan,1113001000,パルプ,shipments,industry-iip-annual-20260914
2018,iip_shipments_1113002000,紙・出荷,123.5,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2019,iip_shipments_1113002000,紙・出荷,116.1,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2020,iip_shipments_1113002000,紙・出荷,100.0,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2021,iip_shipments_1113002000,紙・出荷,100.9,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2022,iip_shipments_1113002000,紙・出荷,98.9,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2023,iip_shipments_1113002000,紙・出荷,90.9,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2024,iip_shipments_1113002000,紙・出荷,86.9,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2025,iip_shipments_1113002000,紙・出荷,82.5,index_2020_100,calendar_year,Japan,1113002000,紙,shipments,industry-iip-annual-20260914
2018,iip_shipments_1113003000,板紙・出荷,104.4,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2019,iip_shipments_1113003000,板紙・出荷,101.5,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2020,iip_shipments_1113003000,板紙・出荷,100.0,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2021,iip_shipments_1113003000,板紙・出荷,105.5,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2022,iip_shipments_1113003000,板紙・出荷,106.3,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2023,iip_shipments_1113003000,板紙・出荷,98.8,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2024,iip_shipments_1113003000,板紙・出荷,97.7,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2025,iip_shipments_1113003000,板紙・出荷,96.7,index_2020_100,calendar_year,Japan,1113003000,板紙,shipments,industry-iip-annual-20260914
2018,iip_shipments_1113004000,紙加工品・出荷,108.2,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1113004000,紙加工品・出荷,106.5,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1113004000,紙加工品・出荷,100.0,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1113004000,紙加工品・出荷,99.1,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1113004000,紙加工品・出荷,97.8,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1113004000,紙加工品・出荷,91.7,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1113004000,紙加工品・出荷,89.1,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1113004000,紙加工品・出荷,88.1,index_2020_100,calendar_year,Japan,1113004000,紙加工品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114000000,食料品・たばこ工業・出荷,104.3,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114000000,食料品・たばこ工業・出荷,103.7,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114000000,食料品・たばこ工業・出荷,100.0,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114000000,食料品・たばこ工業・出荷,98.6,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114000000,食料品・たばこ工業・出荷,98.1,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114000000,食料品・たばこ工業・出荷,97.4,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114000000,食料品・たばこ工業・出荷,97.4,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114000000,食料品・たばこ工業・出荷,96.5,index_2020_100,calendar_year,Japan,1114000000,食料品・たばこ工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114001000,肉加工品・出荷,98.7,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114001000,肉加工品・出荷,99.1,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114001000,肉加工品・出荷,100.0,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114001000,肉加工品・出荷,99.8,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114001000,肉加工品・出荷,99.3,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114001000,肉加工品・出荷,98.5,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114001000,肉加工品・出荷,97.2,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114001000,肉加工品・出荷,97.0,index_2020_100,calendar_year,Japan,1114001000,肉加工品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114002000,乳製品・出荷,99.5,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114002000,乳製品・出荷,98.9,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114002000,乳製品・出荷,100.0,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114002000,乳製品・出荷,99.9,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114002000,乳製品・出荷,98.8,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114002000,乳製品・出荷,97.2,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114002000,乳製品・出荷,96.7,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114002000,乳製品・出荷,95.1,index_2020_100,calendar_year,Japan,1114002000,乳製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114003000,水産・野菜食料品・出荷,100.3,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114003000,水産・野菜食料品・出荷,101.5,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114003000,水産・野菜食料品・出荷,100.0,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114003000,水産・野菜食料品・出荷,105.3,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114003000,水産・野菜食料品・出荷,111.5,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114003000,水産・野菜食料品・出荷,108.0,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114003000,水産・野菜食料品・出荷,100.7,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114003000,水産・野菜食料品・出荷,93.9,index_2020_100,calendar_year,Japan,1114003000,水産・野菜食料品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114004000,食用油脂・出荷,103.8,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114004000,食用油脂・出荷,104.3,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114004000,食用油脂・出荷,100.0,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114004000,食用油脂・出荷,100.0,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114004000,食用油脂・出荷,96.4,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114004000,食用油脂・出荷,94.5,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114004000,食用油脂・出荷,96.5,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114004000,食用油脂・出荷,96.0,index_2020_100,calendar_year,Japan,1114004000,食用油脂,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114005000,調味料・出荷,103.8,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114005000,調味料・出荷,103.2,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114005000,調味料・出荷,100.0,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114005000,調味料・出荷,99.7,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114005000,調味料・出荷,98.8,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114005000,調味料・出荷,98.1,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114005000,調味料・出荷,98.5,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114005000,調味料・出荷,98.6,index_2020_100,calendar_year,Japan,1114005000,調味料,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114006000,糖類・出荷,109.9,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114006000,糖類・出荷,107.2,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114006000,糖類・出荷,100.0,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114006000,糖類・出荷,99.9,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114006000,糖類・出荷,101.2,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114006000,糖類・出荷,101.5,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114006000,糖類・出荷,102.0,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114006000,糖類・出荷,100.5,index_2020_100,calendar_year,Japan,1114006000,糖類,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114007000,製粉・調整粉・出荷,103.3,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114007000,製粉・調整粉・出荷,102.0,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114007000,製粉・調整粉・出荷,100.0,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114007000,製粉・調整粉・出荷,99.1,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114007000,製粉・調整粉・出荷,97.7,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114007000,製粉・調整粉・出荷,97.5,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114007000,製粉・調整粉・出荷,99.4,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114007000,製粉・調整粉・出荷,99.6,index_2020_100,calendar_year,Japan,1114007000,製粉・調整粉,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114008000,パン・菓子・出荷,99.4,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114008000,パン・菓子・出荷,99.5,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114008000,パン・菓子・出荷,100.0,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114008000,パン・菓子・出荷,99.3,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114008000,パン・菓子・出荷,96.2,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114008000,パン・菓子・出荷,94.9,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114008000,パン・菓子・出荷,95.3,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114008000,パン・菓子・出荷,95.9,index_2020_100,calendar_year,Japan,1114008000,パン・菓子,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114009000,麺類・出荷,98.5,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2019,iip_shipments_1114009000,麺類・出荷,98.4,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2020,iip_shipments_1114009000,麺類・出荷,100.0,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2021,iip_shipments_1114009000,麺類・出荷,99.3,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2022,iip_shipments_1114009000,麺類・出荷,98.0,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2023,iip_shipments_1114009000,麺類・出荷,97.1,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2024,iip_shipments_1114009000,麺類・出荷,96.3,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2025,iip_shipments_1114009000,麺類・出荷,98.3,index_2020_100,calendar_year,Japan,1114009000,麺類,shipments,industry-iip-annual-20260914
2018,iip_shipments_1114010000,清涼飲料・出荷,105.1,index_2020_100,calendar_year,Japan,1114010000,清涼飲料,shipments,industry-iip-annual-20260914
